Sr no.,Type,Course Code,Course Name,Instructor(s),Venue,Slot,Division,Biometric Attendance Enabled?,Registration Limit,Restrictions,Division,
,,,,,,,,,,,Definition,
1,timetable,DS 303,Introduction to Machine Learning,I - Biplab Banerjee,  ,, M,, 125,,,
,,,,I - S. Sarawagi,FullSemester,,,,,,,
