,Course Code,Course Name,Dept,Division,Division.1,Instructor(s),Registration Limit,Restrictions,Slot,Slot_code,Time,Type,Venue,Yxx ka Y
198,DE 405,Studio Project II,DE, M,,I - Sudesh Balan, 0,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,0,i-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,4
199,DE 405,Studio Project II,DE, M,,I - Sudesh Balan, 10,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,4
200,DE 614,Design Workshop,DE,,,I - G.V.Sreekumar, 0,,,0,,timetable,  ,6
201,DE 616,Introduction to User Studies,DE,,,I - Vivek Kant, 0,,,0,,timetable,  ,6
202,DE 620,Introdction to 3D Form,DE,,,I - Purba Joshi, 0,,,0,,timetable,  ,6
203,DE 622,Introduction to Animation,DE,,,I - Phani Tetali, 0,,,0,,timetable,  ,6
204,DE 624,Introduction to Film Making,DE,,,I - Sudesh Balan, 0,,,0,,timetable,  ,6
205,DE 644,Exposure to Grid System in Visual Design,DE,,,I - Prasad Bokil, 0,,,0,,timetable,  ,6
206,DE 646,CAID Modeling for Automotive Design,DE,,,I - Sugandh Malhotra, 0,,,0,,timetable,  ,6
207,DE 650,Studies in 3D Form,DE,,,I - Nishant Sharma, 0,,,0,,timetable,  ,6
208,DE 654,Sketching-2,DE,,,I - Avinash Shende, 0,,,0,,timetable,  ,6
209,DE 656,Model Making-2,DE,,,I - Nishant Sharma, 0,,,0,,timetable,  ,6
210,EE 114,Power Engineering - I,EE, S2,,I - Soman S.A., 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,1
211,EE 207,Electronic Devices & Circuits,EE, S1,,I - M. B. Patil, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,2
212,EE 207,Electronic Devices & Circuits,EE, S2,,I - Dipankar Saha, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,2
213,EE 214,Digital Circuits Lab,EE,,,I - M.Shojaei Baghini, 0,,Thu-L3-14:00:00-16:55:00,L3,u-L3-14:00:00-16:55:00,timetable,  ,2
214,EE 221,Digital Electronics,EE, M,,I - Agarwal Vivek, 60,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,2
215,EE 238,Power Engineering - II,EE, S1,,I - Chatterjee Kishore, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,2
216,EE 238,Power Engineering - II,EE, S2,,I - Anshuman Shukla, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,2
217,EE 240,Power Engineering Lab,EE,,,A - Chatterjee Kishore I - Prashant Navalkar, 0,,L2 Tue-L2-14:00:00-16:55:00,L2, Tue-L2-14:00:00-16:55:00,timetable,  ,2
218,EE 302,Control Systems,EE, S1,,I - M Belur, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,3
219,EE 302,Control Systems,EE, S2,,I - Debraj Chakraborty, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,3
220,EE 302,Control Systems,EE, S3,,I - Dwaipayan Mukherjee, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,3
221,EE 302,Control Systems,EE, S4,,I - Pillai Harish, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,3
222,EE 309,Microprocessors,EE,,,I - Sharma Dinesh, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,3
223,EE 324,Control Systems Lab,EE,,,A - Debasattam Pal I - M Belur, 0,,L1 Mon-L1-14:00:00-16:55:00,L1, Mon-L1-14:00:00-16:55:00,timetable,  ,3
224,EE 325,Probability and Random Processes,EE, M,,I - Nikhil Karamchandani, 60,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,3
225,EE 328,Digital Communications,EE, S1,,I - Kumar Appaiah, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,3
226,EE 328,Digital Communications,EE, S2,,I - Merchant S N, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,3
227,EE 334,Power Systems,EE,,,I - Kulkarni A.M., 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,3
228,EE 337,Microprocessors Laboratory,EE,,,A - Patkar Sachin A - S. Vijayakumaran I - V Raj Babu, 0,,Wed-LX-14:00:00-16:55:00,LX,d-LX-14:00:00-16:55:00,timetable,  ,3
229,EE 340,Communications Lab,EE,,,I - Jayakrish Nair, 0,,Tue-L2-14:00:00-16:55:00,L2,e-L2-14:00:00-16:55:00,timetable,  ,3
230,EE 344,Electronic Design Lab,EE,,,A - Debraj Chakraborty A - J.John I - J.Mukherjee, 0,,LX Wed-LX-14:00:00-16:55:00,LX, Wed-LX-14:00:00-16:55:00,timetable,  ,3
231,EE 605,Error Correcting Codes,EE,,,I - Sibi Raj B. Pillai, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,6
232,EE 606,Fibre Optic Communications,EE,,,I - J.John, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,6
233,EE 614,Solid State Microwave Devices and their Applications,EE,,,I - Kumar Girish, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
234,EE 616,Electronic Systems Design,EE,,,I - Pandey P.C., 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
235,EE 620,Physics of Transistors,EE,,,I - Souvik Mahapatra, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
236,EE 621,Markov Chains and Queuing Systems,EE,,,I - Jayakrish Nair, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
237,EE 622,Optimal Control Systems,EE,,,I - Pillai Harish, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,6
238,EE 625,Bio Sensors & BioMEMS,EE,,,I - S. Duttagupta, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,6
239,EE 636,Matrix Computations,EE,,,I - Debasattam Pal, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,6
240,EE 651,Digital Protection of Power Systems,EE,,,I - Prashant Navalkar, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
241,EE 654,Power Electronics - II,EE,,,I - M. Chandorkar, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,6
242,EE 656,Electrical Machine Analysis and Control,EE,,,I - Ferdes B.G., 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
243,EE 672,Microelectronics Lab,EE,,,A - Apurba Laha I - Swaroop Ganguly, 0,,Fri-L4-14:00:00-16:55:00,L4,i-L4-14:00:00-16:55:00,timetable,  ,6
244,EE 678,Wavelets,EE,,,I - Gadre V.M., 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
245,EE 699,Delta Sigma Data Converters and their Applications,EE,,,I - Pramod Murali, 30,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,6
246,EE 701,Introduction to MEMS,EE,,,I - Siddharth Tallur, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,7
247,EE 705,V L S I Design Lab,EE,,,I - Patkar Sachin, 0,,LX Wed-LX-14:00:00-16:55:00,LX, Wed-LX-14:00:00-16:55:00,timetable,  ,7
248,EE 706,Communication Networks,EE,,,I - Sharayu Moharir, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,7
249,EE 708,Information Theory & Coding,EE,,,I - B.K.Dey, 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,7
250,EE 709,Testing and Verification of VLSI Circuits,EE,,,I - Desai Madhav, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,7
251,EE 719,Mixed-Signal VLSI Design,EE,,,I - Rajesh H. Zele, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,7
252,EE 722,Restructured Power Systems,EE,,,I - Anupama Kowli, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,7
253,EE 724,Nanoelectronics,EE,,,I - Bhaskaran Muralidharan, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,7
254,EE 727,Physics of Nanoscale Devices - II,EE,,,I - Ashwin Tulapurkar, 0,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,7
255,EE 728,Growth and Characterization of Nano-electronic Materials,EE,,,I - S. Chakrabarti, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,7
256,EE 735,Microelectronics Simulations Lab,EE,,,I - Pradeep R. Nair, 0,,LX Wed-LX-14:00:00-16:55:00,LX, Wed-LX-14:00:00-16:55:00,timetable,  ,7
257,EE 736,Introduction to Stochastic Optimization,EE,,,I - Vivek S. Borkar, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,7
258,EE 737,Introduction to Stochastic Control,EE,,,I - Manjunath D., 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,7
259,EE 739,Processor Design,EE,,,I - Virendra Singh, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,7
260,EE 763,Science of Information Statistics and Learning,EE,,,I - Manoj Gopalkrish, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,7
261,EE 764,Wireless & Mobile Communication,EE,,,I - P.Chaporkar, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,7
262,EE 767,Photonics System Engineering,EE,,,I - Kasturi Saha, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,7
263,EE 769,Introduction to Machine Learning,EE,,,I - Amit Sethi, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,7
264,EE 777,Network Security,EE,,,I - Gaurav S. Kasbekar, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,7
265,EE 780,Terahertz : Technology & Applications,EE,,,I - Kushal R. Tuckley, 0,,15 Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,15, Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,timetable,  ,7
266,EE 786,Developments Trends and Economic Frontiers in EE,EE,,,I - Animesh Kumar, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,7
267,EE 790,Solar Photovoltaics: Photons to Farms,EE,,,I - Pradeep R. Nair, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,7
268,EE 791,Power Electronic Converters for Renewable Energy,EE,,,I - Sandeep Ad, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,7
269,EE 792,Communication Skills -II,EE,,,I - Narendra Shiradkar, 0,,4 Tue-4B-08:30:00-09:25:00,4,Tue-4B-08:30:00-09:25:00,timetable,  ,7
270,EE 793,Topics in Cryptology,EE,,,I - Sule V.R., 30,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,7
271,EE 799,Advanced Antennas,EE,,,I - J.Mukherjee, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,7
272,EE 800,High Speed Interconnects: Signaling and Synchronization,EE,,,I - S.Gupta, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,8
273,ENT205,Intellectual Property for Entrepreneurs,EN,,,A - Rajkumar R. Hirwani I - M.D.Atrey, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,2
274,ENT206,Developing a Proof-of-Concept - Advanced,EN, M,,I - P Kumaresan, 15,,X Wed-X1-14:00:00-15:00:00,0,Wed-X1-14:00:00-15:00:00,timetable,  ,2
275,ENT208,Technology Venture Creation,EN,,,A - A. T. Kusre A - Rajen Jaswa I - Rohan Chinchwadkar, 0,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,2
276,ENT208,Technology Venture Creation,EN, M,,A - A. T. Kusre A - Rajen Jaswa I - Rohan Chinchwadkar, 50,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,2
277,ENT210,Marketing for Entrepreneurs,EN,,,A - Devdip Purkayastha A - P Kumaresan I - A. T. Kusre, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,2
278,ENT601,Intellectual Property for Entrepreneurs,EN,,,A - Rajkumar R. Hirwani I - M.D.Atrey, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
279,ENT602,Technology Venture Creation,EN,,,A - A. T. Kusre A - Rajen Jaswa I - Rohan Chinchwadkar, 0,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,6
280,ENT604,Marketing for Entrepreneurs,EN,,,A - Devdip Purkayastha A - P Kumaresan I - A. T. Kusre, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
281,ET 611,Learning Sciences,ET, M,,I - Chandan Dasgupta, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
282,ET 614,Instructional Systems Design,ET, M,,I - Sahana Murthy, 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,6
283,ET 620,Educational Neuroscience,ET, M,,I - Ritayan Mitra, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,6
284,ET 792,Communication Skills -II,ET, M,,I - S. R. Iyer, 0,,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,timetable,  ,7
285,GNR402,Introduction to Geographic Information Systems,GN, M,,I - Surya Durbha, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,4
286,GNR410,Digital Photogrammetry and GPS,GN, M,,I - Gedam S.S., 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,4
287,GNR602,Advanced Methods in Satellite Image Processing,GN,,,I - Mohan B.Krishna, 0,,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,timetable,  ,6
288,GNR618,Remote Sensing and GIS Applications to Cryosphere,GN,,,I - Gulab Singh, 0,,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,timetable,  ,6
289,GNR628,Planetary Spectroscopy and Remote Sensing,GN,,,I - Alok Porwal, 0,,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,timetable,  ,6
290,GNR629,Advances in Geospatial Standards Interoperability and Knowledge Discovery,GN,,,I - Surya Durbha, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
291,GNR630,Introduction to Geospatial Technologies,GN,,,A - Gedam S.S. I - Mohan B.Krishna, 0,,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,timetable,  ,6
292,GNR631,Rural Informatics,GN,,,I - Adinarayana J., 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,6
293,GNR633,Remote Sensing and GIS Applications to Mineral and Hydrocarbon Exploration,GN,,,I - Alok Porwal, 0,,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,timetable,  ,6
294,GNR639,Natural Disaster Assessment and Management,GN,,,I - Gulab Singh, 0,,7 Fri-7B-08:30:00-09:25:00 Wed-7A-08:30:00-09:25:00,7,Fri-7B-08:30:00-09:25:00 Wed-7A-08:30:00-09:25:00,timetable,  ,6
295,GNR640,Geospatial Statistics,GN,,,I - Karthikeyan Lanka, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,6
296,GNR642,Scattering Models in Microwave Remote Sensing,GN,,,I - Gulab Singh, 0,,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,timetable,  ,6
297,GNR644,Remote Sensing of Surface Water Resources,GN,,,I - Karthikeyan Lanka, 0,,15 Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,15, Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,timetable,  ,6
298,GNR646,Polarization Radar and SAR Polarimetry,GN,,,I - Gulab Singh, 0,,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,timetable,  ,6
299,GNR647,Microwave Remote Sensing,GN,,,A - Rao Y.S. I - Avik Bhattacharya, 0,,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,timetable,  ,6
300,GNR651,Digital Photogrammetry and Cartography,GN,,,I - Gedam S.S., 0,,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,timetable,  ,6
301,GNR652,Machine Learning for Remote Sensing-I,GN,,,I - Biplab Banerjee, 0,,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,timetable,  ,6
302,GNR792,Communication Skills -II,GN,,,A - Avik Bhattacharya I - Adinarayana J., 0,,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,timetable,  ,7
303,HS 101,Economics,HS,,,I - Haripriya Gundimeda, 0,,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,timetable,  ,1
