,Type,Course Code,Course Name,Instructor(s),Venue,Slot,Division,Registration Limit,Division.1,Time,Slot_code,Dept,Yxx ka Y,Restrictions
464,timetable,ET 614,Instructional Systems Design,I - Sahana Murthy,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 0,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,ET,6,
465,timetable,ET 620,Educational Neuroscience,I - Ritayan Mitra,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,, 0,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,ET,6,
466,timetable,ET 694,Seminar,I - Ritayan Mitra,   FullSemester,,, 0,,,0,ET,6,
467,timetable,ET 792,Communication Skills -II,I - S. R. Iyer,   FullSemester,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,, 0,, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10,ET,7,
468,timetable,GNR402,Introduction to Geographic Information Systems,I - Surya Durbha,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00, M, 0,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,GNR,4,
469,timetable,GNR410,Digital Photogrammetry and GPS,I - Gedam S.S.,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00, M, 0,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,GNR,4,
470,timetable,GNR602,Advanced Methods in Satellite Image Processing,I - Mohan B.Krishna,   FullSemester,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,, 0,, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13,GNR,6,
471,timetable,GNR618,Remote Sensing and GIS Applications to Cryosphere,I - Gulab Singh,   FullSemester,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,, 0,, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12,GNR,6,
472,timetable,GNR628,Planetary Spectroscopy and Remote Sensing,I - Alok Porwal,   FullSemester,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,, 0,,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,GNR,6,
473,timetable,GNR629,Advances in Geospatial Standards Interoperability and Knowledge Discovery,I - Surya Durbha,   FullSemester,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,, 0,,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,GNR,6,
474,timetable,GNR630,Introduction to Geospatial Technologies,A - Gedam S.S. I - Mohan B.Krishna,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,, 50,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,GNR,6,
475,timetable,GNR631,Rural Informatics,I - Adinarayana J.,   FullSemester,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,, 0,,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,GNR,6,
476,timetable,GNR633,Remote Sensing and GIS Applications to Mineral and Hydrocarbon Exploration,I - Alok Porwal,   FullSemester,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,, 0,, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11,GNR,6,
477,timetable,GNR639,Natural Disaster Assessment and Management,I - Gulab Singh,   FullSemester,7 Fri-7B-08:30:00-09:25:00 Wed-7A-08:30:00-09:25:00,, 0,,Fri-7B-08:30:00-09:25:00 Wed-7A-08:30:00-09:25:00,7,GNR,6,
478,timetable,GNR640,Geospatial Statistics,I - Karthikeyan Lanka,   FullSemester,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,, 0,,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,GNR,6,
479,timetable,GNR642,Scattering Models in Microwave Remote Sensing,I - Gulab Singh,   FullSemester,14 Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,, 0,, Fri-14B-17:30:00-18:55:00 Tue-14A-17:30:00-18:55:00,14,GNR,6,
480,timetable,GNR644,Remote Sensing of Surface Water Resources,I - Karthikeyan Lanka,   FullSemester,15 Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,, 0,, Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,15,GNR,6,
481,timetable,GNR646,Polarization Radar and SAR Polarimetry,I - Gulab Singh,   FullSemester,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,, 0,,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,GNR,6,
482,timetable,GNR647,Microwave Remote Sensing,A - Rao Y.S. I - Avik Bhattacharya,   FullSemester,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,, 0,,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,GNR,6,
483,timetable,GNR651,Digital Photogrammetry and Cartography,I - Gedam S.S.,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,GNR,6,
484,timetable,GNR652,Machine Learning for Remote Sensing-I,I - Biplab Banerjee,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,, 0,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,GNR,6,
485,timetable,GNR792,Communication Skills -II,A - Avik Bhattacharya I - Adinarayana J.,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 0,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,GNR,7,
486,timetable,GP 402,Gravity and Magnetic Methods,I - M. Radhakrishna,   FullSemester,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,, 0,,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,GP,4,
487,timetable,GP 408,Gravity and Magnetic Lab,I - M. Radhakrishna,   FullSemester,L1 Mon-L1-14:00:00-16:55:00,, 0,, Mon-L1-14:00:00-16:55:00,L1,GP,4,
488,timetable,GP 414,Electrical Methods,I - Ad Singh,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 0,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,GP,4,
489,timetable,GP 415,Mineralogy & Petrology Lab,I - Patel S.C.,   FullSemester,L4 Fri-L4-14:00:00-16:55:00,, 0,, Fri-L4-14:00:00-16:55:00,L4,GP,4,
490,timetable,GP 416,Structural Geology & Stratigraphy,I - Soumyajit Mukherjee,   FullSemester,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,, 0,,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,GP,4,
491,timetable,GP 418,Exploration Seismology I,I - Bharath C. Shekar,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,GP,4,
492,timetable,GP 420,Structural Geology & Stratigraphy Lab,I - Soumyajit Mukherjee,   FullSemester,L2 Tue-L2-14:00:00-16:55:00,, 0,, Tue-L2-14:00:00-16:55:00,L2,GP,4,
493,timetable,GP 422,Geological Field Work,I - Prabhakar Naraga,   FullSemester,,, 0,,,0,GP,4,
494,timetable,GP 502,Well Logging,I - Mohan G.,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 0,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,GP,5,
495,timetable,GP 506,Geophysical Inverse Theory,I - Satish Maurya,   FullSemester,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,, 0,,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,GP,5,
496,timetable,GP 516,Petroleum Geology and Petrophysics,I - Kumar Hemant Singh,   FullSemester,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,, 0,,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,GP,5,
497,timetable,GP 518,Process Geomorphology Remote Sensing and GIS,I - D. Ramakrish,   FullSemester,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,, 0,, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12,GP,5,
498,timetable,GP 520,Project Work,I - Ad Singh,   FullSemester,,, 0,,,0,GP,5,
499,timetable,GS 318,Applied Geology for Civil Engineers,A - Vikram Vishal I - Prabhakar Naraga,   FullSemester,L1 Wed-XC-17:30:00-18:55:00,, 0,, Wed-XC-17:30:00-18:55:00,L1,GS,3,
500,timetable,GS 318,Applied Geology for Civil Engineers,A - Vikram Vishal I - Prabhakar Naraga,   FullSemester,X Wed-XC-17:30:00-18:55:00,, 0,,Wed-XC-17:30:00-18:55:00,0,GS,3,
501,timetable,GS 413,Structural Geology Lab,I - Soumyajit Mukherjee,   FullSemester,L4 Fri-L4-14:00:00-16:55:00,, 0,, Fri-L4-14:00:00-16:55:00,L4,GS,4,
502,timetable,GS 416,Petrology Lab,A - Banerjee Santanu A - Patel S.C. I - Sheth C Hetu,   FullSemester,L1 Mon-L1-14:00:00-16:55:00,, 0,, Mon-L1-14:00:00-16:55:00,L1,GS,4,
503,timetable,GS 422,Geomorphology Remote Sensing & GIS,I - D. Ramakrish,   FullSemester,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,, 0,, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12,GS,4,
504,timetable,GS 430,Metamorphic Petrology,I - Patel S.C.,   FullSemester,1 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,, 0,,Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,GS,4,
505,timetable,GS 433,Palaeontology Lab,I - Jahnavi Punekar,   FullSemester,LX Wed-LX-14:00:00-16:55:00,, 0,, Wed-LX-14:00:00-16:55:00,LX,GS,4,
506,timetable,GS 434,Igneous Petrology and Volcanology,I - Sheth C Hetu,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,GS,4,
507,timetable,GS 436,Sedimentlogy,A - Banerjee Santanu I - Sudipta Dasgupta,   FullSemester,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,, 0,,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,GS,4,
508,timetable,GS 438,Economic and Mining Geology,A - Jadhav G.N. A - Pandalai H.S. I - Sakthi Sarava Chinnasamy,   FullSemester,2 Mon-1A-08:30:00-09:25:00 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 0,,Mon-1A-08:30:00-09:25:00 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,GS,4,
509,timetable,GS 440,Geomorphology Remote Sensing and GIS lab,I - D. Ramakrish,   FullSemester,L2 Tue-L2-14:00:00-16:55:00,, 0,, Tue-L2-14:00:00-16:55:00,L2,GS,4,
510,timetable,GS 450,Geological field work,A - Sudipta Dasgupta I - Soumyajit Mukherjee,   FullSemester,,, 0,,,0,GS,4,
511,timetable,GS 519,Ore Petrography Lab,A - Jadhav G.N. I - Sakthi Sarava Chinnasamy,   FullSemester,L1 Mon-L1-14:00:00-16:55:00,, 0,, Mon-L1-14:00:00-16:55:00,L1,GS,5,
512,timetable,GS 530,Micropalaeontology,I - Jahnavi Punekar,   FullSemester,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,, 0,, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10,GS,5,
513,timetable,GS 534,Tectonics and Crustal Evolution,I - Biswal T.K.,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,, 0,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,GS,5,
514,timetable,GS 536,Nuclear Geology and Geochemical Prospecting,A - Mathew George I - Sakthi Sarava Chinnasamy,   FullSemester,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,, 0,,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,GS,5,
515,timetable,GS 538,Petroleum and Coal Geology,I - Banerjee Santanu,   FullSemester,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,, 0,, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11,GS,5,
516,timetable,GS 540,Climate Geology,I - Biswal T.K.,   FullSemester,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,, 0,,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,GS,5,
517,timetable,GS 541,Analytical Geochemistry Lab,I - Patel S.C.,   FullSemester,LX Wed-LX-14:00:00-16:55:00,, 0,, Wed-LX-14:00:00-16:55:00,LX,GS,5,
518,timetable,GS 544,Mineral Beneficiation,I - Jadhav G.N.,   FullSemester,7 Fri-7B-08:30:00-09:25:00 Wed-7A-08:30:00-09:25:00,, 0,,Fri-7B-08:30:00-09:25:00 Wed-7A-08:30:00-09:25:00,7,GS,5,
519,timetable,GS 552,Geological Project,I - Sakthi Sarava Chinnasamy,   FullSemester,,, 0,,,0,GS,5,
520,timetable,GS 662,Petroliferous basins of India,A - Sudipta Dasgupta I - Jahnavi Punekar,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,, 0,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,GS,6,
521,timetable,GS 668,Nonlinear and Adaptive Data Analysis Techniques,I - E. Chandrasekhar,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,, 0,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,GS,6,
522,timetable,GS 672,Reservoir Sedimentology,A - Banerjee Santanu A - Sudipta Dasgupta I - Jahnavi Punekar,   FullSemester,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,, 0,,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,GS,6,
523,timetable,GS 676,Well Logging,I - Mohan G.,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 0,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,GS,6,
524,timetable,GS 687,Methods in Structural Geology,I - Malay Mukul,   FullSemester,L2 Tue-L2-14:00:00-16:55:00,, 0,, Tue-L2-14:00:00-16:55:00,L2,GS,6,
525,timetable,GS 706,Petrophysics,I - Kumar Hemant Singh,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,GS,7,
526,timetable,GS 792,Communication Skills -II,A - Malay Mukul I - E. Chandrasekhar,   FullSemester,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,, 0,, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12,GS,7,
527,timetable,GS 796,II Stage Project,I - M. Radhakrishna,   FullSemester,,, 0,,,0,GS,7,
528,timetable,GS 798,II Stage Project,I - Jahnavi Punekar,   FullSemester,,, 0,,,0,GS,7,
529,timetable,GS 824,Pegmatology,I - Jadhav G.N.,   FullSemester,,, 0,,,0,GS,8,
530,timetable,GSS802,Seminar,I - Sheth C Hetu,   FullSemester,,, 0,,,0,GSS,8,
531,timetable,HS 101,Economics,I - Haripriya Gundimeda,   FullSemester,4 Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,, 0,,Mon-4A-11:35:00-12:30:00 Thu-4C-09:30:00-10:25:00 Tue-4B-08:30:00-09:25:00,4,HS,1,
532,timetable,HS 200,Environmental Studies,A - R.K. Panda I - Naraya K.,   FirstHalf,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00, S1, 0, View,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,HS,2,
533,timetable,HS 200,Environmental Studies,A - Ratikanta Panda I - Naraya K.,   SecondHalf,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00, S2, 0, View,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,HS,2,
534,timetable,HS 208,Approaches to Literaturers,A - Suddhaseel Sen I - Sharmila,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,, 0,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,HS,2,
535,timetable,HS 208,Approaches to Literaturers,A - Suddhaseel Sen I - Sharmila,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00, M, 40,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,HS,2,
536,timetable,HS 210,Intermediate Microeconomics II,I - Saptarshi Prosonno Ghosh,   FullSemester,8 Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,, 0,,Mon-8A-14:00:00-15:25:00 Thu-8B-14:00:00-15:25:00,8,HS,2, View
537,timetable,HS 212,Intermediate Macroeconomics II,A - Souvik Banerjee I - Trivedi Pushpa,   FullSemester,1 Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,, 0,,Mon-1A-08:30:00-09:25:00 Thu-1C-10:35:00-11:30:00 Tue-1B-09:30:00-10:25:00,1,HS,2, View
538,timetable,HS 214,Statistics II,I - Aditi Balkrishna Chaubal,   FullSemester,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,, 0,, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11,HS,2, View
539,timetable,HS 216,Money and Banking,I - Pooja Padhi,   FullSemester,15 Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,, 0,, Fri-15B-19:00:00-20:25:00 Tue-15A-19:00:00-20:25:00,15,HS,2, View
540,timetable,HS 302,International Economics II,I - Trivedi Pushpa,   FullSemester,3 Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,, 0,,Mon-3A-10:35:00-11:30:00 Thu-3C-08:30:00-09:25:00 Tue-3B-11:35:00-12:30:00,3,HS,3, View
541,timetable,HS 304,Development Economics II,I - Rama Pal,   FullSemester,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,, 0,,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,HS,3, View
542,timetable,HS 401,Introduction to Paninian Grammar,I - Kulkarni A Malhar,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 50,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,HS,4,
543,timetable,HS 405,Econometrics II,I - Tara S. Shaw,   FullSemester,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,, 0,, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12,HS,4, View
544,timetable,HS 407,Econometrics II Lab,I - Tara S. Shaw,   FullSemester,13 Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,, 0,, Mon-13A-19:00:00-20:25:00 Thu-13B-19:00:00-20:25:00,13,HS,4, View
545,timetable,HS 411,Indian Economy,I - Naraya K.,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,, 0,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,HS,4, View
546,timetable,HS 431,Reading Fiction,A - Ratheesh R. I - Shastri Sudha,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 50,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,HS,4,
547,timetable,HS 440,Industrial Economics,I - Subrato Banerjee,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 50,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,HS,4,
548,timetable,HS 448,Professional Ethics,I - Vikram Singh Sirola,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,, 50,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,HS,4,
549,timetable,HS 449,Capitalism : theories histories varieties,I - Anush Kapadia,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 50,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,HS,4,
550,timetable,HS 451,Cognition and Emotion,I - Rashmi Gupta,   FullSemester,,, 50,,,0,HS,4,
551,timetable,HS 457,Managerial Economics,I - Surajit Bhattacharya,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00, M, 40,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,HS,4,
552,timetable,HS 491,Contemporary Urban India; Sociological Perspective,I - Kushal Deb,   FullSemester,2 Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,, 50,,Mon-2A-09:30:00-10:25:00 Thu-2C-11:35:00-12:30:00 Tue-2B-10:35:00-11:30:00,2,HS,4,
553,timetable,HS 502,Madhyamika Philosophy in the Buddhist Tradition,I - C.D. Sebastian,   FullSemester,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,, 0,,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,HS,5, View
554,timetable,HS 504,Western Philosophy in the Time of Crisis,I - Amrita Banerjee,   FullSemester,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,, 0,, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11,HS,5, View
555,timetable,HS 506,Writing and Research in Philosophy,I - Siby K.George,   FullSemester,10 Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,, 0,, Fri-10B-14:00:00-15:25:00 Tue-10A-14:00:00-15:25:00,10,HS,5, View
556,timetable,HS 602,Science & Technology in India,I - Ahonaa Roy,   FullSemester,11 Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,, 50,, Fri-11B-15:30:00-16:55:00 Tue-11A-15:30:00-16:55:00,11,HS,6,
557,timetable,HS 606,Environmental Planning Development,I - Haripriya Gundimeda,   FullSemester,9 Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,, 50,,Mon-9A-15:30:00-16:55:00 Thu-9B-15:30:00-16:55:00,9,HS,6,
558,timetable,HS 618,Introduction to Indian Astronomy,I - K. Ramasubramanian,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,, 50,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,HS,6,
559,timetable,HS 621,Contemporary Indian Philosophy,I - Ratikanta Panda,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,, 50,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,HS,6,
560,timetable,HS 624,Contemporary Issues in Philosophy of Mind,I - Rajkishore Nath,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,, 50,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,HS,6,
561,timetable,HS 625,Philosophy of Education,I - R.K. Panda,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,, 50,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,HS,6,
562,timetable,HS 626,Framing Caste,I - Ramesh Bairy,   FullSemester,5 Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,, 50,,Fri-5B-09:30:00-10:55:00 Wed-5A-09:30:00-10:55:00,5,HS,6,
563,timetable,HS 629,Ecology and Society,I - Sarmistha Pattanaik,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,, 50,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,HS,6,
564,timetable,HS 634,Theories of Verbal Congnition (Shaabdabodha),I - Kulkarni A Malhar,   FullSemester,12 Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,, 0,, Mon-12A-17:30:00-18:55:00 Thu-12B-17:30:00-18:55:00,12,HS,6,
565,timetable,HS 710,Consumer Psychology,I - A. Khan,   FullSemester,6 Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,, 50,,Fri-6B-11:05:00-12:30:00 Wed-6A-11:05:00-12:30:00,6,HS,7,
